country,year,sex,suicides_no,suicides/100k,generation
Argentina,1987,male,482,14.14,Silent
Argentina,1987,female,57,10.42,G.I. Generation
Argentina,1987,female,224,9.54,G.I. Generation
Argentina,1987,male,192,8.44,Boomers
Argentina,1987,male,179,7.27,Generation X
Argentina,1987,female,209,6.11,Silent
Argentina,1987,female,89,4,Boomers
Argentina,1987,female,93,3.88,Generation X
Argentina,1987,male,15,0.48,Generation X
Argentina,1987,female,14,0.47,Generation X
Argentina,1988,male,216,55.1,G.I. Generation
Argentina,1988,male,550,26.46,G.I. Generation
Argentina,1988,male,477,13.62,Silent
Argentina,1988,female,61,10.13,G.I. Generation
Argentina,1988,female,233,9.66,G.I. Generation
Argentina,1988,male,215,9.45,Boomers
Argentina,1988,male,211,8.36,Generation X
Argentina,1988,female,198,5.64,Silent
Argentina,1988,female,101,4.11,Generation X
Argentina,1988,female,61,2.74,Boomers
Argentina,1988,male,20,0.62,Generation X
Argentina,1988,female,11,0.35,Generation X
Argentina,1989,male,208,52,G.I. Generation
Argentina,1989,male,548,26.03,G.I. Generation
Argentina,1989,male,462,12.97,Silent
Argentina,1989,female,65,10.45,G.I. Generation
Argentina,1989,male,219,9.58,Boomers
Argentina,1989,female,201,8.22,G.I. Generation
Argentina,1989,male,186,7.22,Generation X
Argentina,1989,female,166,4.66,Silent
Argentina,1989,female,83,3.71,Boomers
Argentina,1989,female,80,3.19,Generation X
Argentina,1989,male,18,0.55,Generation X
Argentina,1989,female,11,0.35,Generation X
Argentina,1990,male,226,54.97,G.I. Generation
Argentina,1990,male,502,23.59,G.I. Generation
Argentina,1990,male,439,12.13,Silent
Argentina,1990,female,61,9.49,G.I. Generation
Argentina,1990,male,182,7.92,Boomers
Argentina,1990,female,190,7.67,G.I. Generation
Argentina,1990,male,174,6.6,Generation X
Argentina,1990,female,163,4.5,Silent
Argentina,1990,female,91,3.54,Generation X
Argentina,1990,female,76,3.38,Boomers
Argentina,1990,male,22,0.67,Generation X
Argentina,1990,female,14,0.44,Generation X
Argentina,1991,male,184,46.46,G.I. Generation
Argentina,1991,male,449,21.08,Silent
Argentina,1991,male,398,11.12,Boomers
Argentina,1991,male,214,9.4,Boomers
Argentina,1991,female,50,7.6,G.I. Generation
Argentina,1991,female,169,6.74,Silent
Argentina,1991,male,179,6.54,Generation X
Argentina,1991,female,133,3.6,Boomers
Argentina,1991,female,77,3.33,Boomers
Argentina,1991,female,61,2.27,Generation X
Argentina,1991,male,28,0.83,Millenials
Argentina,1991,female,9,0.27,Millenials
Argentina,1992,male,194,47.91,G.I. Generation
Argentina,1992,male,500,23.25,Silent
Argentina,1992,male,488,13.49,Boomers
Argentina,1992,male,227,9.84,Boomers
Argentina,1992,male,249,8.79,Generation X
Argentina,1992,female,46,6.78,G.I. Generation
Argentina,1992,female,147,5.79,Silent
Argentina,1992,female,140,3.73,Boomers
Argentina,1992,female,79,3.39,Boomers
Argentina,1992,female,79,2.84,Generation X
Argentina,1992,male,22,0.65,Millenials
Argentina,1992,female,13,0.4,Millenials
Argentina,1993,male,229,55.37,G.I. Generation
Argentina,1993,male,520,23.95,Silent
Argentina,1993,male,495,13.48,Boomers
Argentina,1993,male,233,9.97,Boomers
Argentina,1993,female,58,8.3,G.I. Generation
Argentina,1993,male,235,8.01,Generation X
Argentina,1993,female,126,4.91,Silent
Argentina,1993,female,144,3.77,Boomers
Argentina,1993,female,76,3.24,Boomers
Argentina,1993,female,73,2.54,Generation X
Argentina,1993,male,25,0.74,Millenials
Argentina,1993,female,16,0.49,Millenials
Argentina,1994,male,192,45.38,G.I. Generation
Argentina,1994,male,509,23.22,Silent
Argentina,1994,male,527,14.13,Boomers
Argentina,1994,male,226,9.54,Boomers
Argentina,1994,male,250,8.26,Generation X
Argentina,1994,female,135,5.2,Silent
Argentina,1994,female,34,4.72,G.I. Generation
Argentina,1994,female,160,4.12,Boomers
Argentina,1994,female,98,3.3,Generation X
Argentina,1994,female,72,3.04,Boomers
Argentina,1994,male,27,0.8,Millenials
Argentina,1994,female,11,0.34,Millenials
Argentina,1995,male,190,43.8,G.I. Generation
Argentina,1995,male,515,23.26,Silent
Argentina,1995,male,485,12.8,Boomers
Argentina,1995,male,218,9.06,Generation X
Argentina,1995,male,277,8.9,Generation X
Argentina,1995,female,49,6.6,G.I. Generation
Argentina,1995,female,134,5.1,Silent
Argentina,1995,female,139,3.52,Boomers
Argentina,1995,female,101,3.31,Generation X
Argentina,1995,female,62,2.59,Generation X
Argentina,1995,female,19,0.58,Millenials
Argentina,1995,male,15,0.45,Millenials
Argentina,1996,male,189,42.4,G.I. Generation
Argentina,1996,male,464,20.75,Silent
Argentina,1996,male,524,13.62,Boomers
Argentina,1996,male,226,9.25,Generation X
Argentina,1996,male,280,8.79,Generation X
Argentina,1996,female,59,7.7,G.I. Generation
Argentina,1996,female,131,4.94,Silent
Argentina,1996,female,176,4.38,Boomers
Argentina,1996,female,105,3.36,Generation X
Argentina,1996,female,52,2.14,Generation X
Argentina,1996,male,14,0.42,Millenials
Argentina,1996,female,9,0.28,Millenials
Argentina,1997,male,195,39.78,G.I. Generation
Argentina,1997,male,457,20.29,Silent
Argentina,1997,male,501,12.73,Boomers
Argentina,1997,male,213,8.66,Generation X
Argentina,1997,male,260,8.13,Generation X
Argentina,1997,female,47,5.5,G.I. Generation
Argentina,1997,female,131,4.91,Silent
Argentina,1997,female,165,4.04,Boomers
Argentina,1997,female,113,3.57,Generation X
Argentina,1997,female,72,2.91,Generation X
Argentina,1997,male,19,0.55,Millenials
Argentina,1997,female,11,0.33,Millenials
Argentina,1998,male,201,39.87,G.I. Generation
Argentina,1998,male,518,22.77,Silent
Argentina,1998,male,508,12.73,Boomers
Argentina,1998,male,327,10.08,Generation X
Argentina,1998,male,251,10.05,Generation X
Argentina,1998,female,53,6,G.I. Generation
Argentina,1998,female,140,5.19,Silent
Argentina,1998,female,114,3.56,Generation X
Argentina,1998,female,147,3.55,Boomers
Argentina,1998,female,52,2.07,Generation X
Argentina,1998,female,20,0.6,Millenials
Argentina,1998,male,16,0.46,Millenials
Argentina,1999,male,204,39.55,G.I. Generation
Argentina,1999,male,540,23.46,Silent
Argentina,1999,male,545,13.47,Boomers
Argentina,1999,male,355,10.82,Generation X
Argentina,1999,male,265,10.42,Generation X
Argentina,1999,female,137,5.02,Silent
Argentina,1999,female,44,4.82,G.I. Generation
Argentina,1999,female,141,3.36,Boomers
Argentina,1999,female,101,3.13,Generation X
Argentina,1999,female,50,1.95,Generation X
Argentina,1999,male,21,0.6,Millenials
Argentina,1999,female,20,0.59,Millenials
Argentina,2000,male,232,44.18,G.I. Generation
Argentina,2000,male,602,25.8,Silent
Argentina,2000,male,578,14.11,Boomers
Argentina,2000,male,463,14,Generation X
Argentina,2000,male,331,12.72,Generation X
Argentina,2000,female,133,4.82,Silent
Argentina,2000,female,43,4.56,G.I. Generation
Argentina,2000,female,174,4.09,Boomers
Argentina,2000,female,116,3.57,Generation X
Argentina,2000,female,63,2.41,Generation X
Argentina,2000,female,21,0.62,Millenials
Argentina,2000,male,18,0.51,Millenials
Argentina,2001,male,250,45.66,Silent
Argentina,2001,male,659,27.94,Silent
Argentina,2001,male,518,15.58,Millenials
Argentina,2001,male,625,15.08,Boomers
Argentina,2001,male,375,14.02,Generation X
Argentina,2001,female,57,5.83,Silent
Argentina,2001,female,166,5.09,Millenials
Argentina,2001,female,137,4.91,Silent
Argentina,2001,female,210,4.88,Boomers
Argentina,2001,female,82,3.05,Generation X
Argentina,2001,male,29,0.82,Millenials
Argentina,2001,female,24,0.7,Millenials
Argentina,2002,male,234,41.31,Silent
Argentina,2002,male,615,25.76,Silent
Argentina,2002,male,542,16.27,Millenials
Argentina,2002,male,412,14.94,Generation X
Argentina,2002,male,619,14.77,Boomers
Argentina,2002,female,179,6.35,Silent
Argentina,2002,female,58,5.73,Silent
Argentina,2002,female,158,4.84,Millenials
Argentina,2002,female,194,4.45,Boomers
Argentina,2002,female,91,3.28,Generation X
Argentina,2002,male,37,1.05,Millenials
Argentina,2002,female,23,0.67,Millenials
Argentina,2003,male,272,46.75,Silent
Argentina,2003,male,577,23.83,Silent
Argentina,2003,male,638,19.15,Millenials
Argentina,2003,male,456,16.02,Generation X
Argentina,2003,male,625,14.75,Boomers
Argentina,2003,female,68,6.51,Silent
Argentina,2003,female,179,5.49,Millenials
Argentina,2003,female,147,5.15,Silent
Argentina,2003,female,196,4.45,Boomers
Argentina,2003,female,69,2.41,Generation X
Argentina,2003,male,37,1.05,Millenials
Argentina,2003,female,25,0.73,Millenials
Argentina,2004,male,227,38.25,Silent
Argentina,2004,male,500,20.33,Silent
Argentina,2004,male,653,19.59,Millenials
Argentina,2004,male,445,15.19,Generation X
Argentina,2004,male,599,13.98,Boomers
Argentina,2004,female,159,4.88,Millenials
Argentina,2004,female,136,4.7,Silent
Argentina,2004,female,50,4.66,Silent
Argentina,2004,female,185,4.16,Boomers
Argentina,2004,female,99,3.37,Generation X
Argentina,2004,male,43,1.22,Millenials
Argentina,2004,female,25,0.73,Millenials
Argentina,2005,male,225,37.43,Silent
Argentina,2005,male,489,19.52,Silent
Argentina,2005,male,638,19.08,Millenials
Argentina,2005,male,451,15.01,Generation X
Argentina,2005,male,539,12.43,Boomers
Argentina,2005,female,161,5.47,Silent
Argentina,2005,female,59,5.36,Silent
Argentina,2005,female,148,4.54,Millenials
Argentina,2005,female,171,3.8,Boomers
Argentina,2005,female,104,3.45,Generation X
Argentina,2005,male,52,1.47,Millenials
Argentina,2005,female,21,0.62,Millenials
Argentina,2006,male,246,39.68,Silent
Argentina,2006,male,656,19.54,Millenials
Argentina,2006,male,487,19.17,Silent
Argentina,2006,male,483,15.74,Generation X
Argentina,2006,male,585,13.34,Boomers
Argentina,2006,female,175,5.35,Millenials
Argentina,2006,female,115,3.85,Silent
Argentina,2006,female,160,3.52,Boomers
Argentina,2006,female,105,3.42,Generation X
Argentina,2006,female,31,2.74,Silent
Argentina,2006,male,39,1.11,Millenials
Argentina,2006,female,26,0.76,Millenials
Argentina,2007,male,225,35.43,Silent
Argentina,2007,male,577,17.07,Millenials
Argentina,2007,male,438,16.96,Silent
Argentina,2007,male,490,15.68,Generation X
Argentina,2007,male,571,12.87,Boomers
Argentina,2007,female,146,4.43,Millenials
Argentina,2007,female,126,4.04,Generation X
Argentina,2007,female,108,3.56,Silent
Argentina,2007,female,155,3.37,Boomers
Argentina,2007,female,31,2.67,Silent
Argentina,2007,male,45,1.27,Generation Z
Argentina,2007,female,34,1,Generation Z
Argentina,2008,male,208,32.19,Silent
Argentina,2008,male,625,18.33,Millenials
Argentina,2008,male,463,17.6,Silent
Argentina,2008,male,531,16.74,Generation X
Argentina,2008,male,582,12.94,Boomers
Argentina,2008,female,180,5.42,Millenials
Argentina,2008,female,173,3.71,Boomers
Argentina,2008,female,108,3.5,Silent
Argentina,2008,female,36,3.03,Silent
Argentina,2008,female,94,2.97,Generation X
Argentina,2008,male,39,1.1,Generation Z
Argentina,2008,female,20,0.58,Generation Z
Argentina,2009,male,177,27.09,Silent
Argentina,2009,male,609,17.72,Millenials
Argentina,2009,male,434,16.17,Silent
Argentina,2009,male,504,15.7,Generation X
Argentina,2009,male,542,11.87,Boomers
Argentina,2009,female,164,4.91,Millenials
Argentina,2009,female,112,3.56,Silent
Argentina,2009,female,105,3.29,Generation X
Argentina,2009,female,150,3.17,Boomers
Argentina,2009,female,25,2.06,Silent
Argentina,2009,male,34,0.96,Generation Z
Argentina,2009,female,28,0.82,Generation Z
Argentina,2010,male,206,31.35,Silent
Argentina,2010,male,683,19.77,Millenials
Argentina,2010,male,485,14.98,Generation X
Argentina,2010,male,397,14.49,Silent
Argentina,2010,male,573,12.33,Generation X
Argentina,2010,female,150,4.47,Millenials
Argentina,2010,female,162,3.37,Generation X
Argentina,2010,female,101,3.15,Generation X
Argentina,2010,female,99,3.08,Silent
Argentina,2010,female,34,2.75,Silent
Argentina,2010,male,33,0.92,Generation Z
Argentina,2010,female,20,0.58,Generation Z
Argentina,2011,male,178,26.38,Silent
Argentina,2011,male,693,19.96,Millenials
Argentina,2011,male,510,15.65,Millenials
Argentina,2011,male,416,14.92,Boomers
Argentina,2011,male,504,10.64,Generation X
Argentina,2011,female,172,5.1,Millenials
Argentina,2011,female,157,3.21,Generation X
Argentina,2011,female,102,3.16,Millenials
Argentina,2011,female,93,2.85,Boomers
Argentina,2011,female,30,2.38,Silent
Argentina,2011,female,29,0.84,Generation Z
Argentina,2011,male,28,0.78,Generation Z
Argentina,2012,male,225,32.68,Silent
Argentina,2012,male,745,21.4,Millenials
Argentina,2012,male,616,18.85,Millenials
Argentina,2012,male,451,15.88,Boomers
Argentina,2012,male,554,11.44,Generation X
Argentina,2012,female,204,6.03,Millenials
Argentina,2012,female,164,3.28,Generation X
Argentina,2012,female,108,3.24,Boomers
Argentina,2012,female,102,3.16,Millenials
Argentina,2012,female,33,2.57,Silent
Argentina,2012,male,29,0.8,Generation Z
Argentina,2012,female,17,0.49,Generation Z
Argentina,2013,male,168,24.03,Silent
Argentina,2013,male,696,19.96,Millenials
Argentina,2013,male,499,15.25,Millenials
Argentina,2013,male,398,13.75,Boomers
Argentina,2013,male,604,12.2,Generation X
Argentina,2013,female,167,4.93,Millenials
Argentina,2013,female,102,3.16,Millenials
Argentina,2013,female,157,3.08,Generation X
Argentina,2013,female,102,3.01,Boomers
Argentina,2013,female,29,2.23,Silent
Argentina,2013,female,32,0.91,Generation Z
Argentina,2013,male,33,0.91,Generation Z
Argentina,2014,male,192,27.16,Silent
Argentina,2014,male,738,21.13,Millenials
Argentina,2014,male,531,16.2,Millenials
Argentina,2014,male,405,13.72,Boomers
Argentina,2014,male,644,12.73,Generation X
Argentina,2014,female,204,6.02,Millenials
Argentina,2014,female,196,3.77,Generation X
Argentina,2014,female,118,3.66,Millenials
Argentina,2014,female,109,3.15,Boomers
Argentina,2014,female,25,1.89,Silent
Argentina,2014,female,35,0.99,Generation Z
Argentina,2014,male,34,0.93,Generation Z
Argentina,2015,male,245,34.38,Silent
Argentina,2015,male,656,18.74,Millenials
Argentina,2015,male,431,14.31,Boomers
Argentina,2015,male,465,14.13,Millenials
Argentina,2015,male,633,12.25,Generation X
Argentina,2015,female,153,4.51,Millenials
Argentina,2015,female,125,3.55,Boomers
Argentina,2015,female,114,3.52,Millenials
Argentina,2015,female,166,3.13,Generation X
Argentina,2015,female,27,2.01,Silent
Argentina,2015,male,39,1.06,Generation Z
Argentina,2015,female,19,0.54,Generation Z
Armenia,1990,male,25,7.51,Silent
Armenia,1990,male,2,7.43,G.I. Generation
Armenia,1990,male,11,5.98,G.I. Generation
Armenia,1990,male,16,5.21,Boomers
Armenia,1990,female,15,4.19,Silent
Armenia,1990,male,10,3.67,Generation X
Armenia,1990,female,6,2.68,G.I. Generation
Armenia,1990,female,1,2.04,G.I. Generation
Armenia,1990,female,4,1.25,Boomers
Armenia,1990,female,3,1.16,Generation X
Armenia,1990,female,0,0,Generation X
Armenia,1990,male,0,0,Generation X
Armenia,1991,male,5,17.36,G.I. Generation
Armenia,1991,male,20,6.37,Boomers
Armenia,1991,female,11,4.44,Silent
Armenia,1991,male,9,4.43,Silent
Armenia,1991,male,14,4.02,Boomers
Armenia,1991,female,2,3.78,G.I. Generation
Armenia,1991,female,9,2.27,Boomers
Armenia,1991,male,6,2.03,Generation X
Armenia,1991,female,4,1.17,Boomers
Armenia,1991,female,0,0,Generation X
Armenia,1991,female,0,0,Millenials
Armenia,1991,male,0,0,Millenials
Armenia,1992,male,3,10.64,G.I. Generation
Armenia,1992,male,15,6.97,Silent
Armenia,1992,male,22,6.1,Boomers
Armenia,1992,male,15,4.8,Boomers
Armenia,1992,female,10,3.8,Silent
Armenia,1992,female,2,3.75,G.I. Generation
Armenia,1992,male,9,3,Generation X
Armenia,1992,female,6,1.46,Boomers
Armenia,1992,female,1,0.34,Generation X
Armenia,1992,female,0,0,Boomers
Armenia,1992,female,0,0,Millenials
Armenia,1992,male,0,0,Millenials
Armenia,1993,female,6,11.3,G.I. Generation
Armenia,1993,male,20,8.83,Silent
Armenia,1993,male,2,7.04,G.I. Generation
Armenia,1993,male,25,6.72,Boomers
Armenia,1993,male,17,5.56,Boomers
Armenia,1993,female,14,5.07,Silent
Armenia,1993,male,7,2.3,Generation X
Armenia,1993,female,6,1.79,Boomers
Armenia,1993,female,6,1.42,Boomers
Armenia,1993,female,3,1.02,Generation X
Armenia,1993,female,0,0,Millenials
Armenia,1993,male,0,0,Millenials
Armenia,1994,male,7,24.82,G.I. Generation
Armenia,1994,female,5,9.67,G.I. Generation
Armenia,1994,male,20,8.49,Silent
Armenia,1994,male,31,8.1,Boomers
Armenia,1994,female,18,6.29,Silent
Armenia,1994,male,10,3.37,Boomers
Armenia,1994,male,6,1.95,Generation X
Armenia,1994,female,7,1.6,Boomers
Armenia,1994,female,4,1.34,Generation X
Armenia,1994,male,2,0.52,Millenials
Armenia,1994,female,1,0.31,Boomers
Armenia,1994,female,1,0.27,Millenials
Armenia,1995,male,29,11.97,Silent
Armenia,1995,male,32,8.1,Boomers
Armenia,1995,male,21,7.25,Generation X
Armenia,1995,male,2,7.14,G.I. Generation
Armenia,1995,female,2,3.89,G.I. Generation
Armenia,1995,female,11,3.73,Silent
Armenia,1995,female,11,3.51,Generation X
Armenia,1995,male,10,3.19,Generation X
Armenia,1995,female,8,1.76,Boomers
Armenia,1995,female,3,0.99,Generation X
Armenia,1995,male,1,0.26,Millenials
Armenia,1995,female,0,0,Millenials
Armenia,1996,male,3,10.75,G.I. Generation
Armenia,1996,male,18,7.31,Silent
Armenia,1996,male,24,5.86,Boomers
Armenia,1996,male,13,4.57,Generation X
Armenia,1996,female,12,3.97,Silent
Armenia,1996,female,7,1.49,Boomers
Armenia,1996,male,4,1.25,Generation X
Armenia,1996,female,3,1,Generation X
Armenia,1996,female,1,0.32,Generation X
Armenia,1996,female,1,0.27,Millenials
Armenia,1996,male,1,0.26,Millenials
Armenia,1996,female,0,0,G.I. Generation
Armenia,1997,male,21,8.53,Silent
Armenia,1997,male,26,6.1,Boomers
Armenia,1997,female,3,5.84,G.I. Generation
Armenia,1997,male,1,3.51,G.I. Generation
Armenia,1997,male,9,3.19,Generation X
Armenia,1997,female,8,2.63,Silent
Armenia,1997,male,4,1.22,Generation X
Armenia,1997,female,3,0.61,Boomers
Armenia,1997,female,1,0.34,Generation X
Armenia,1997,male,1,0.26,Millenials
Armenia,1997,female,0,0,Generation X
Armenia,1997,female,0,0,Millenials
Armenia,1998,male,2,6.76,G.I. Generation
Armenia,1998,male,16,6.58,Silent
Armenia,1998,male,20,4.49,Boomers
Armenia,1998,male,6,2.14,Generation X
Armenia,1998,female,6,1.99,Silent
Armenia,1998,female,1,1.88,G.I. Generation
Armenia,1998,female,9,1.77,Boomers
Armenia,1998,male,4,1.19,Generation X
Armenia,1998,female,1,0.35,Generation X
Armenia,1998,female,1,0.27,Millenials
Armenia,1998,female,0,0,Generation X
Armenia,1998,male,0,0,Millenials
Armenia,1999,male,15,6.3,Silent
Armenia,1999,female,3,5.28,G.I. Generation
Armenia,1999,male,22,4.74,Boomers
Armenia,1999,female,9,3.03,Silent
Armenia,1999,male,6,2.14,Generation X
Armenia,1999,male,6,1.74,Generation X
Armenia,1999,female,4,0.75,Boomers
Armenia,1999,female,2,0.7,Generation X
Armenia,1999,female,0,0,Generation X
Armenia,1999,female,0,0,Millenials
Armenia,1999,male,0,0,Millenials
Armenia,1999,male,0,0,G.I. Generation
Armenia,2000,male,4,10.64,G.I. Generation
Armenia,2000,female,5,7.52,G.I. Generation
Armenia,2000,male,14,5.98,Silent
Armenia,2000,male,18,3.74,Boomers
Armenia,2000,male,5,1.76,Generation X
Armenia,2000,male,6,1.68,Generation X
Armenia,2000,female,4,1.43,Generation X
Armenia,2000,female,4,1.37,Silent
Armenia,2000,female,1,0.18,Boomers
Armenia,2000,female,0,0,Generation X
Armenia,2000,female,0,0,Millenials
Armenia,2000,male,0,0,Millenials
Armenia,2001,male,17,7.47,Silent
Armenia,2001,male,3,7.46,Silent
Armenia,2001,female,4,6.03,Silent
Armenia,2001,male,19,3.85,Boomers
Armenia,2001,female,4,1.38,Silent
Armenia,2001,male,4,1.11,Millenials
Armenia,2001,male,3,0.89,Millenials
Armenia,2001,male,2,0.7,Generation X
Armenia,2001,female,3,0.53,Boomers
Armenia,2001,female,1,0.36,Generation X
Armenia,2001,female,0,0,Millenials
Armenia,2001,female,0,0,Millenials
Armenia,2002,male,3,10.32,Silent
Armenia,2002,male,19,9.67,Silent
Armenia,2002,male,12,5.81,Generation X
Armenia,2002,male,22,5.26,Boomers
Armenia,2002,female,1,1.71,Silent
